taxon,true_label,reference_predicted_label,reference_predicted_probability,mean_absolute_probability_change_reference_class,probability_sd_reference_class,probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate
hCoV-19/Germany/BB-RKI-I-078446/2021,B.1.525,B.1.525,0.9633333,0.01779999,0.01648177,0.060000002,0.0,1.0
hCoV-19/USA/FL-CDC-STM-000003585/2021,B.1.1.7,B.1.1.7,0.99333334,0.0038999962,0.0036884167,0.013333321,0.0,1.0
hCoV-19/USA/CO-CDC-FG-122610/2021,B.1.617.2,B.1.617.2,0.6533333,0.028950002,0.03559931,0.14008331,0.0,1.0
hCoV-19/England/NEWC-1DA16E1/2021,AY.4,AY.4,0.94,0.0110833235,0.012992286,0.046833277,0.0,1.0
hCoV-19/Chile/RM-74349/2021,C.37,C.37,0.96,0.021866646,0.014696587,0.05008328,0.0,1.0
hCoV-19/Belgium/UZA-UA-CV2129592863/2021,B.1.617.2,B.1.617.2,0.89,0.031166673,0.035918597,0.13674998,0.0,1.0
hCoV-19/USA/TX-CDC-QDX26573830/2021,C.37,C.37,0.9866667,0.005683329,0.0073635504,0.026666641,0.0,1.0
hCoV-19/Portugal/PT16192/2021,B.1.617.2,B.1.617.2,0.8566667,0.029416665,0.036472056,0.1401667,0.0,1.0
hCoV-19/Denmark/DCGC-154973/2021,B.1.617.2,B.1.617.2,0.8066667,0.032116663,0.02671129,0.09683329,0.0,1.0
hCoV-19/USA/NY-PRL-2021_0422_00F12/2021,B.1.621,B.1.621,0.8433333,0.024316661,0.02595397,0.09675002,0.0,1.0
hCoV-19/England/ALDP-1ED8167/2021,AY.4,AY.4,0.97,0.015183358,0.016814342,0.06333333,0.0,1.0
hCoV-19/Denmark/DCGC-168875/2021,B.1.617.2,B.1.617.2,0.94,0.014383324,0.018244557,0.07016665,0.0,1.0
hCoV-19/Germany/BW-RKI-I-268509/2021,B.1.617.2,B.1.617.2,0.7366667,0.04018334,0.03697867,0.13674998,0.0,1.0
hCoV-19/England/MILK-198097A/2021,B.1.617.2,B.1.617.2,0.82,0.019966658,0.024579551,0.10008335,0.0,1.0
hCoV-19/Iceland/10517/2021,B.1.617.2,B.1.617.2,0.5833333,0.029266678,0.030893076,0.12341666,0.0,1.0
hCoV-19/England/ALDP-1D28679/2021,AY.4,AY.4,1.0,1.666665e-05,0.00023511203,0.0,0.0,1.0
hCoV-19/England/OXON-F653F2/2021,B.1.1.7,B.1.1.7,1.0,0.0026999975,0.0029700326,0.00999999,0.0,1.0
hCoV-19/England/MILK-1AE4FDB/2021,AY.4,AY.4,0.97333336,0.011383329,0.010031051,0.03675002,0.0,1.0
hCoV-19/England/ALDP-1EFB7C6/2021,AY.4,AY.4,0.9866667,0.006416661,0.0070193144,0.026666641,0.0,1.0
hCoV-19/USA/ID-CDC-LC0182265/2021,B.1.621,B.1.621,0.3,0.047950007,0.03144826,0.12333332,0.0,1.0
hCoV-19/USA/MI-CDC-STM-000072172/2021,B.1.429,B.1.429,0.91333336,0.025966687,0.023262728,0.09000003,0.0,1.0
hCoV-19/USA/AZ-ASU2604/2021,B.1.429,B.1.429,0.83,0.03791665,0.028467208,0.120000005,0.0,1.0
hCoV-19/England/MILK-18CAB15/2021,AY.4,AY.4,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Chile/RM-PUC_MVL_1375/2021,B.1.621,B.1.621,0.75,0.12553333,0.1480355,0.4535,0.0,1.0
hCoV-19/USA/NC-CDC-LC0057335/2021,B.1.526,B.1.526,0.93333334,0.028999995,0.03019895,0.11358333,0.0,1.0
hCoV-19/England/PHEC-Z306ZB06/2021,B.1.617.2,B.1.617.2,0.92,0.014150002,0.017213942,0.07333332,0.0,1.0
hCoV-19/Denmark/DCGC-175004/2021,B.1.617.2,B.1.617.2,0.81333333,0.04593333,0.042700507,0.14683336,0.0,1.0
hCoV-19/England/NEWC-1E3A6BF/2021,AY.4,AY.4,0.88,0.04705,0.051702462,0.18349999,0.0,1.0
hCoV-19/Scotland/QEUH-201E24F/2021,AY.4,AY.4,0.61,0.04963332,0.045810904,0.18675,0.0,1.0
hCoV-19/Scotland/QEUH-1682AC3/2021,AY.4,AY.4,1.0,0.0010166657,0.0019492857,0.0066666603,0.0,1.0
hCoV-19/Philippines/PH-PGC-47306/2021,P.3,B.1.351,0.36,0.080633335,0.09183847,0.34025,0.235,0.765
hCoV-19/USA/IN-INSPHL-02290/2021,P.1,P.1,0.6566667,0.08070003,0.04822245,0.17350003,0.0,1.0
hCoV-19/Peru/MDD-INS-1809/2021,C.37,C.37,0.94,0.011716656,0.0141484,0.05008328,0.0,1.0
hCoV-19/Germany/NW-RKI-I-188361/2021,B.1.617.2,B.1.617.2,0.91,0.016550016,0.01960952,0.07999998,0.0,1.0
hCoV-19/Norway/5029/2021,B.1.351,B.1.351,0.96,0.014066659,0.014725485,0.060000002,0.0,1.0
hCoV-19/England/PHWC-4D55E3/2021,B.1.1.7,B.1.1.7,0.97333336,0.011983361,0.011068473,0.04666668,0.0,1.0
hCoV-19/England/QEUH-129DAD8/2021,B.1.1.7,B.1.1.7,0.97333336,0.009266669,0.010810444,0.04008335,0.0,1.0
hCoV-19/England/ALDP-1EF3597/2021,AY.4,AY.4,0.8833333,0.018283335,0.019329308,0.07349998,0.0,1.0
hCoV-19/USA/WY-WYPHL-21041482/2021,C.37,C.37,0.21,0.051966663,0.044779096,0.15675,0.435,0.565
hCoV-19/Belgium/WHT-UMONS-CV0563263337/2021,B.1.525,B.1.525,0.21,0.025950003,0.027751232,0.110166654,0.015,0.985
hCoV-19/England/CAMB-AB43EA/2021,B.1.617.2,B.1.617.2,0.54333335,0.054033317,0.028503627,0.109999955,0.0,1.0
hCoV-19/England/QEUH-12E8A65/2021,B.1.1.7,B.1.1.7,1.0,0.00018333316,0.0008298251,0.0033333302,0.0,1.0
hCoV-19/Scotland/QEUH-2DA7967/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-1649D56/2021,AY.4,AY.4,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/India/TG-CCMB-MMG2021a001164/2021,B.1.351,B.1.351,0.74,0.17704998,0.21558455,0.79399997,0.11,0.89
hCoV-19/Peru/PIU-INS-1069/2021,C.37,C.37,0.99666667,0.0065666605,0.0059948084,0.023333311,0.0,1.0
hCoV-19/India/KA-NIMH-SEQ-278/2021,B.1.617.1,B.1.617.1,0.71666664,0.07811664,0.05288503,0.19008338,0.0,1.0
hCoV-19/England/ALDP-11CD1AE/2021,B.1.1.7,B.1.1.7,0.89,0.026183352,0.016561128,0.06333333,0.0,1.0
hCoV-19/USA/MI-UM-10038364097/2021,P.2,P.2,0.69,0.06406666,0.05724765,0.2166667,0.0,1.0
hCoV-19/UnitedArabEmirates/BTC-4715/2021,B.1.1.7,B.1.1.7,0.97333336,0.010266663,0.009530013,0.033583343,0.0,1.0
hCoV-19/Scotland/QEUH-1E49F49/2021,AY.4,AY.4,0.8566667,0.032400005,0.038784076,0.14674997,0.0,1.0
hCoV-19/Philippines/PH-PGC-46028/2021,B.1.351,B.1.351,0.22666667,0.042850006,0.033041887,0.1268333,0.22,0.78
hCoV-19/England/NEWC-1D0D1B5/2021,AY.4,AY.4,1.0,0.0017833316,0.0028260173,0.00999999,0.0,1.0
hCoV-19/Denmark/DCGC-182325/2021,B.1.617.2,B.1.617.2,0.8666667,0.029116668,0.02912345,0.120000005,0.0,1.0
hCoV-19/Denmark/DCGC-70723/2021,B.1.525,B.1.525,1.0,0.00021666646,0.0008867849,0.0033333302,0.0,1.0
hCoV-19/England/NEWC-20C6176/2021,AY.4,AY.4,0.86,0.025283342,0.026533913,0.10341662,0.0,1.0
hCoV-19/England/OXON-F6C443/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/NORT-1BE9746/2021,AY.4,B.1.617.2,0.5733333,0.026933331,0.03286293,0.12008333,0.0,1.0
hCoV-19/England/NEWC-1EE27A4/2021,AY.4.2,AY.4.2,1.0,0.013316665,0.024125822,0.07999998,0.0,1.0
hCoV-19/Scotland/QEUH-13AADED/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-18C917E/2021,AY.4,B.1.617.2,0.15666667,0.030166667,0.020327212,0.073416665,0.17,0.83
hCoV-19/England/MILK-2D3BBEA/2021,BA.1,BA.1,1.0,1.666665e-05,0.00023511203,0.0,0.0,1.0
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-18020/2021,B.1.617.2,B.1.617.2,0.6166667,0.056299992,0.03240713,0.13016665,0.0,1.0
hCoV-19/England/BRBR-1BC8561/2021,AY.4,AY.4,0.9033333,0.039266665,0.050413527,0.20008332,0.0,1.0
hCoV-19/England/MILK-1C6CD48/2021,AY.4,AY.4,0.74,0.029866667,0.03486858,0.13683337,0.0,1.0
hCoV-19/England/NEWC-20C1EDE/2021,AY.4,AY.4,0.9166667,0.0149000045,0.018799856,0.07341665,0.0,1.0
hCoV-19/Wales/PHWC-4B7426/2021,B.1.1.7,B.1.1.7,0.99666667,0.0028499973,0.0013240287,0.0033333302,0.0,1.0
hCoV-19/Netherlands/LI-MUMC-1227/2021,B.1.1.7,B.1.1.7,0.99666667,0.0074666594,0.006067303,0.023333311,0.0,1.0
hCoV-19/USA/VA-CAV_VAS3N_00001260_01/2021,B.1.526,B.1.526,0.99333334,0.015516661,0.009454208,0.03675002,0.0,1.0
hCoV-19/England/QEUH-1A13EE5/2021,AY.4,AY.4,0.83666664,0.026116688,0.021576473,0.089999974,0.0,1.0
hCoV-19/England/BRBR-1BC62A8/2021,AY.4,AY.4,0.93666667,0.01606666,0.019241126,0.07341665,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_7X55Q7VYPRIA74DV/2021,B.1.617.2,B.1.617.2,0.80333334,0.021649992,0.027842684,0.110000014,0.0,1.0
hCoV-19/SouthAfrica/N00380/2020,B.1.351,B.1.351,0.25333333,0.0295,0.034874678,0.13033335,0.0,1.0
hCoV-19/England/ALDP-1EF825F/2021,AY.4,AY.4,0.99,0.012,0.013523485,0.04675001,0.0,1.0
hCoV-19/England/MILK-2CE1908/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/CA-CDC-FG-038173/2021,P.1,P.1,0.99666667,0.0024166643,0.0033462634,0.00999999,0.0,1.0
hCoV-19/USA/NE-TESTNE_ABYDV2K/2021,B.1.351,B.1.351,0.96666664,0.013200011,0.016666807,0.07008332,0.0,1.0
hCoV-19/England/MILK-18B121C/2021,AY.4,AY.4,0.83666664,0.022016663,0.02618481,0.09350002,0.0,1.0
hCoV-19/Brazil/PA-FIOCRUZ-30493/2021,P.1,P.1,0.9166667,0.015933326,0.017685395,0.06683332,0.0,1.0
hCoV-19/England/MILK-1FA9EEF/2021,AY.4,AY.4,0.92,0.018199982,0.013584456,0.05341661,0.0,1.0
hCoV-19/Scotland/QEUH-135CFC6/2021,B.1.1.7,B.1.1.7,0.99666667,0.0047333287,0.005167307,0.016749978,0.0,1.0
hCoV-19/SouthAfrica/KRISP-K016712/2021,B.1.351,B.1.351,0.98333335,0.008566668,0.009281051,0.03675002,0.0,1.0
hCoV-19/England/NORW-3064F11/2021,AY.4,AY.4,0.72333336,0.03189998,0.024902828,0.09683335,0.0,1.0
hCoV-19/Denmark/DCGC-182838/2021,B.1.617.2,B.1.617.2,0.93333334,0.011799988,0.014281873,0.05341661,0.0,1.0
hCoV-19/USA/CA-CDC-QDX24236219/2021,B.1.427,B.1.427,0.73333335,0.037016675,0.042543024,0.16675001,0.0,1.0
hCoV-19/England/ALDP-1090767/2021,B.1.1.7,B.1.1.7,1.0,0.0009333324,0.0017688649,0.0066666603,0.0,1.0
hCoV-19/Netherlands/FR-RIVM-56443/2021,B.1.617.2,B.1.617.2,0.44,0.038766667,0.030569844,0.11050001,0.0,1.0
hCoV-19/England/ALDP-1E47A4A/2021,AY.4,AY.4,0.91,0.018433325,0.017788226,0.06683332,0.0,1.0
hCoV-19/England/MILK-1FA12DC/2021,AY.4,AY.4,0.81333333,0.038483333,0.025367254,0.099999964,0.0,1.0
hCoV-19/Denmark/DCGC-179919/2021,B.1.617.2,B.1.617.2,0.81,0.045866672,0.057278235,0.21016663,0.0,1.0
hCoV-19/USA/MS-CDC-ASC210126076/2021,B.1.617.2,B.1.617.2,0.68333334,0.022499995,0.027328676,0.10016668,0.0,1.0
hCoV-19/USA/NJ-CDC-LC0066715/2021,B.1.526,B.1.526,0.47,0.097616665,0.049821567,0.19041666,0.005,0.995
hCoV-19/England/MILK-201C5EE/2021,AY.4,AY.4,0.94,0.010583323,0.013341391,0.053333282,0.0,1.0
hCoV-19/Israel/CVL-5082/2021,B.1.1.7,B.1.1.7,0.9433333,0.011566661,0.013473265,0.050166667,0.0,1.0
hCoV-19/England/MILK-1E41178/2021,AY.4,AY.4,0.69,0.06265,0.07354802,0.2503333,0.0,1.0
hCoV-19/England/ALDP-1673184/2021,AY.4,AY.4,0.9866667,0.010733323,0.0031119809,0.00999999,0.0,1.0
hCoV-19/England/MILK-18B5588/2021,AY.4,AY.4,1.0,0.000333333,0.0011055405,0.0033333302,0.0,1.0
hCoV-19/USA/KS-CDC-QDX28696889/2021,B.1.617.2,AY.4,0.5133333,0.025916662,0.031547986,0.11675,0.135,0.865
hCoV-19/USA/NJ-CDC-LC0026792/2021,B.1.1.7,B.1.1.7,0.9633333,0.008666686,0.010134171,0.033500016,0.0,1.0
hCoV-19/England/MILK-2CDC38A/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/India/KA-SEQ_484_S88_R1_001/2021,B.1.617.1,B.1.617.1,0.46666667,0.044033334,0.03650283,0.14349997,0.0,1.0
hCoV-19/England/ALDP-1FA2FC5/2021,AY.4,AY.4,0.6666667,0.031083321,0.02914694,0.11008334,0.0,1.0
hCoV-19/Germany/NI-RKI-I-180502/2021,B.1.525,B.1.525,0.81333333,0.023316659,0.02830017,0.11358333,0.0,1.0
hCoV-19/USA/TX-DSHS-6927/2021,P.1,P.1,0.31,0.037333332,0.033401914,0.13683331,0.0,1.0
hCoV-19/England/OXON-F41550/2020,B.1.1.7,B.1.1.7,1.0,0.00059999945,0.0014437592,0.0033333302,0.0,1.0
hCoV-19/Germany/BY-RKI-I-363345/2021,BA.1,BA.1,0.94,0.017849993,0.022165477,0.08675003,0.0,1.0
hCoV-19/England/MILK-2D90C0E/2021,BA.1,BA.1,1.0,8.333325e-05,0.00052041595,8.332729e-05,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_CLSZMODG6AEKYJ66/2021,B.1.429,B.1.429,0.31,0.045716666,0.030700702,0.11683333,0.125,0.875
hCoV-19/England/ALDP-1E56398/2021,B.1.617.2,B.1.617.2,1.0,0.0008499992,0.0016995899,0.0034166574,0.0,1.0
hCoV-19/India/MH-IGIB-NIV-INSACOG-GSEQ-1830/2021,B.1.617.3,B.1.617.3,0.6333333,0.089266665,0.037160553,0.13700002,0.0,1.0
hCoV-19/Singapore/1828/2021,B.1.617.2,B.1.617.2,0.57,0.085266665,0.04987112,0.19666663,0.0,1.0
hCoV-19/Chile/AR-96967/2021,C.37,C.37,1.0,0.00011666655,0.00061259855,0.0033333302,0.0,1.0
hCoV-19/Ireland/C-NVRL-t90IRL09830/2021,B.1.617.1,B.1.617.1,0.95666665,0.06911667,0.08372936,0.2734167,0.0,1.0
hCoV-19/Mexico/CMX-INMEGEN-17-27/2021,B.1.621,B.1.621,1.0,0.00069999933,0.0017508712,0.0033333302,0.0,1.0
hCoV-19/Netherlands/ZE-EMC-109/2021,B.1.1.7,B.1.1.7,0.7866667,0.042983323,0.04591971,0.16341662,0.0,1.0
hCoV-19/SouthAfrica/NICD-N21752/2021,BA.1,BA.1,1.0,0.0008166659,0.0016498301,0.0033333302,0.0,1.0
hCoV-19/England/PLYM-167D2B4/2021,AY.4,AY.4,1.0,0.0093833245,0.0062811607,0.023333311,0.0,1.0
hCoV-19/England/ALDP-1A3417C/2021,AY.4,AY.4,0.94,0.021233328,0.012012731,0.050000012,0.0,1.0
hCoV-19/Israel/CVL-4851/2021,B.1.1.7,B.1.1.7,0.68333334,0.03811666,0.043109905,0.16666663,0.0,1.0
hCoV-19/England/QEUH-1A107CF/2021,AY.4,AY.4,0.94,0.021049995,0.012199267,0.050000012,0.0,1.0
hCoV-19/England/OXON-F44EBC/2020,B.1.1.7,B.1.1.7,1.0,0.00038333295,0.0010634055,0.0033333302,0.0,1.0
hCoV-19/England/CAMC-C4380D/2020,A.23.1,A.23.1,0.38333333,0.051816665,0.054100666,0.19691665,0.0,1.0
hCoV-19/Denmark/DCGC-126264/2021,B.1.617.2,B.1.617.2,0.87,0.020966664,0.024026005,0.09008336,0.0,1.0
hCoV-19/Spain/CT-HUVH-EX206986/2021,B.1.1.7,B.1.1.7,0.88,0.0153999925,0.01833939,0.07000005,0.0,1.0
hCoV-19/Chile/AN-119311/2021,C.37,C.37,0.9766667,0.012333337,0.016956944,0.060166657,0.0,1.0
hCoV-19/England/NEWC-1D097B7/2021,AY.4,AY.4,0.7033333,0.027450008,0.026790913,0.103333294,0.0,1.0
hCoV-19/USA/TX-CDC-QDX21841587/2021,B.1.429,B.1.429,0.9866667,0.011583336,0.013396928,0.050000012,0.0,1.0
hCoV-19/England/NOTT-254135/2021,B.1.351,B.1.351,0.9866667,0.013066671,0.014555457,0.053333342,0.0,1.0
hCoV-19/Curacao/CW-RIVM-18418/2021,B.1.1.7,B.1.1.7,1.0,1.666665e-05,0.00023511205,0.0,0.0,1.0
hCoV-19/England/NEWC-1ED6FF6/2021,AY.4,AY.4,0.9433333,0.02058333,0.02608,0.09675002,0.0,1.0
hCoV-19/Spain/MD-HGUGM-5659877/2021,B.1.621,B.1.621,0.93,0.025350003,0.017407214,0.063583314,0.0,1.0
hCoV-19/Denmark/DCGC-169378/2021,B.1.617.2,B.1.617.2,0.79333335,0.04173332,0.043930385,0.1636666,0.0,1.0
hCoV-19/USA/CA-CDC-FG-130342/2021,B.1.617.2,B.1.617.2,0.92333335,0.017166652,0.016964791,0.06341666,0.0,1.0
hCoV-19/USA/WA-CDC-UW21042804503/2021,B.1.429,B.1.429,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/ALDP-1D10E5E/2021,B.1.617.2,B.1.617.2,0.51,0.05171667,0.061917055,0.23333332,0.08,0.92
hCoV-19/Ireland/D-NVRL-ec21IRL54281/2021,B.1.1.7,B.1.1.7,0.75,0.033266664,0.03257762,0.12683332,0.0,1.0
hCoV-19/England/PHEC-3J082J96/2021,B.1.617.2,B.1.617.2,0.6666667,0.032216653,0.029738821,0.1135,0.0,1.0
hCoV-19/Colombia/CES-UCCSMR-VG045/2021,B.1.621,B.1.621,0.8566667,0.027400017,0.023409186,0.08333331,0.0,1.0
hCoV-19/Spain/GA-CHUVI-34028634/2021,B.1.621,B.1.621,0.8566667,0.098233335,0.11888744,0.39024997,0.0,1.0
hCoV-19/Chile/BI-127632/2021,C.37,C.37,0.81,0.037583336,0.026581276,0.10341668,0.0,1.0
hCoV-19/Chile/RM-97697/2021,C.37,C.37,0.9433333,0.030066658,0.018664408,0.07341665,0.0,1.0
hCoV-19/USA/CA-CZB-32420/2021,B.1.429,B.1.429,0.87,0.034216672,0.024134988,0.0900833,0.0,1.0
hCoV-19/Mexico/YUC-IBT_IMSS_2080/2021,P.1,P.1,1.0,0.0016833317,0.0027283975,0.00999999,0.0,1.0
hCoV-19/USA/MN-MDH-7737/2021,B.1.351,B.1.351,0.98333335,0.011866673,0.009810664,0.04000002,0.0,1.0
hCoV-19/Spain/AN-IBV-99023165/2021,B.1.1.7,B.1.1.7,0.99,0.0045999954,0.0049749324,0.01666665,0.0,1.0
hCoV-19/England/MILK-2C69D57/2021,BA.1,BA.1,1.0,0.0006166661,0.0013365574,0.0033333302,0.0,1.0
hCoV-19/England/MILK-1E377EC/2021,AY.4,AY.4,0.9866667,0.008016664,0.007841753,0.030000031,0.0,1.0
hCoV-19/England/MILK-2D6A159/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/France/NAQ-0001040/2020,B.1.1.7,B.1.1.7,0.96,0.008883348,0.009825588,0.04000002,0.0,1.0
hCoV-19/Wales/PHWC-PDTDM8/2021,B.1.617.2,B.1.617.2,0.50666666,0.045966674,0.0374908,0.14341667,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_7W7XS43RIS75TZDW/2021,B.1.617.2,B.1.617.2,0.82666665,0.0373,0.04582091,0.167,0.0,1.0
hCoV-19/USA/WA-Altius-ALTCOV-APVYTURN5EZS73RF/2021,B.1.429,B.1.429,1.0,0.004299996,0.004035808,0.013416648,0.0,1.0
hCoV-19/England/PLYM-1F8C240/2021,AY.4,AY.4,0.78,0.028966656,0.030136338,0.12008333,0.0,1.0
hCoV-19/England/NEWC-1DA18DC/2021,AY.4,AY.4,0.94,0.01499999,0.017567609,0.06341666,0.0,1.0
hCoV-19/USA/TN-CDC-ASC210062995/2021,B.1.351,B.1.351,0.87333333,0.031033332,0.023877444,0.09349996,0.0,1.0
hCoV-19/USA/NY-Wadsworth-21023812-01/2021,B.1.429,B.1.429,0.95666665,0.013166655,0.0134306345,0.05341661,0.0,1.0
hCoV-19/Scotland/QEUH-1F86BE1/2021,AY.4,AY.4,0.7366667,0.041466676,0.043687973,0.16358334,0.0,1.0
hCoV-19/India/DL-NCDC-1909337/2021,B.1.617.1,B.1.617.1,0.30333334,0.05223334,0.041706897,0.16025,0.035,0.965
hCoV-19/India/MH-IGIB-NIV-INSACOG-GSEQ-1591/2021,B.1.617.1,B.1.617.1,0.99666667,0.004483329,0.0056430595,0.023333311,0.0,1.0
hCoV-19/England/ALDP-12AAEAF/2021,B.1.1.7,B.1.1.7,0.99333334,0.003299997,0.0040900926,0.01666665,0.0,1.0
hCoV-19/England/MILK-1D9FFDC/2021,AY.4,AY.4,0.97333336,0.008183345,0.010498147,0.04000002,0.0,1.0
hCoV-19/England/NEWC-203627E/2021,AY.4,AY.4,0.76,0.04405,0.030735243,0.11366665,0.0,1.0
hCoV-19/Sweden/01_SE100_21CS500592/2021,B.1.1.7,B.1.1.7,0.99,0.005749995,0.0072425967,0.029999971,0.0,1.0
hCoV-19/Switzerland/GE-33479864/2021,B.1.1.7,B.1.1.7,0.99,0.0046166624,0.0057848166,0.023333311,0.0,1.0
hCoV-19/Denmark/DCGC-126101/2021,B.1.617.2,B.1.617.2,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/India/TG-CCMB-BN132/2021,B.1.617.1,B.1.617.1,0.8333333,0.030199986,0.026407067,0.100250006,0.0,1.0
hCoV-19/USA/CT-Yale-6192/2021,B.1.621,B.1.621,0.8333333,0.034566652,0.025696175,0.100000024,0.0,1.0
hCoV-19/Germany/BY-RKI-I-101239/2021,B.1.525,B.1.525,0.9866667,0.0060166623,0.007400728,0.026666641,0.0,1.0
hCoV-19/USA/WA-CDC-UW21051933106/2021,B.1.429,B.1.429,0.5733333,0.059766665,0.07202307,0.28033337,0.0,1.0
hCoV-19/USA/OR-CDC-LC0145025/2021,B.1.621,B.1.621,0.76,0.026583329,0.030695524,0.12016666,0.0,1.0
hCoV-19/England/MILK-115B318/2021,B.1.1.7,B.1.1.7,0.99333334,0.0036999965,0.0044601904,0.01666665,0.0,1.0
hCoV-19/NewZealand/21MV0168/2021,P.3,P.3,0.6066667,0.13295001,0.16615209,0.5035,0.01,0.99
hCoV-19/Canada/AB-ABPHL-19527/2021,P.1,P.1,0.9,0.122633345,0.18146558,0.6408334,0.005,0.995
hCoV-19/Denmark/DCGC-123697/2021,B.1.351,B.1.351,0.97333336,0.009083355,0.010536603,0.04008335,0.0,1.0
hCoV-19/USA/WV-WVU-WV090922/2021,B.1.525,B.1.526,0.18,0.046533342,0.020873588,0.08666666,0.905,0.09499999999999997
hCoV-19/England/QEUH-18BE385/2021,AY.4,AY.4,1.0,9.99999e-05,0.0005686236,0.0033333302,0.0,1.0
hCoV-19/England/MILK-D0CE85/2020,B.1.1.7,B.1.1.7,0.9866667,0.0057999967,0.0072107934,0.0266667,0.0,1.0
hCoV-19/USA/FL-CDC-QDX25726331/2021,P.1,P.1,1.0,0.0044999975,0.013088372,0.05341667,0.0,1.0
hCoV-19/USA/AZ-ASPHL-5215/2021,B.1.617.2,B.1.617.2,0.7733333,0.061799973,0.025907764,0.09341663,0.0,1.0
hCoV-19/England/MILK-1A0BA82/2021,B.1.617.2,B.1.617.2,0.97333336,0.013266665,0.014155922,0.056666672,0.0,1.0
hCoV-19/Scotland/QEUH-2D7420E/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Nigeria/NCDC-FCT-7T/2021,B.1.525,B.1.525,0.17333333,0.02338333,0.028524214,0.11349999,0.33,0.6699999999999999
hCoV-19/India/MH-ICMR-MCL_4892_4954/2021,B.1.617.1,B.1.617.1,0.89,0.020149987,0.019700354,0.08000004,0.0,1.0
hCoV-19/England/NEWC-1ED92EB/2021,AY.4,AY.4,0.97,0.011783328,0.008415581,0.03333336,0.0,1.0
hCoV-19/England/CAMC-12177B1/2021,B.1.1.7,B.1.1.7,0.99666667,0.0045999954,0.0053191427,0.01999998,0.0,1.0
hCoV-19/USA/MA-CDC-ASC210036375/2021,C.37,C.37,0.9866667,0.008083331,0.008593265,0.03341669,0.0,1.0
hCoV-19/England/ALDP-125C941/2021,B.1.1.7,B.1.1.7,0.99333334,0.006799994,0.0074413205,0.029999971,0.0,1.0
hCoV-19/England/ALDP-1D10A87/2021,AY.4,B.1.617.2,0.48666668,0.06845,0.08371398,0.3000833,0.36,0.64
hCoV-19/Canada/BC-BCCDC-26581/2021,B.1.1.7,B.1.1.7,1.0,1.666665e-05,0.00023511205,0.0,0.0,1.0
hCoV-19/HongKong/HKU-211129-002/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Denmark/DCGC-126321/2021,AY.4,AY.4,0.75,0.048,0.060163584,0.24041665,0.0,1.0
hCoV-19/USA/CA-CZB-15112/2020,B.1.427,B.1.617.1,0.25333333,0.0424,0.051910177,0.20350002,0.1,0.9
hCoV-19/England/MILK-167C40A/2021,B.1.617.2,B.1.617.2,0.99,0.012966666,0.0113028595,0.04333335,0.0,1.0
hCoV-19/England/ALDP-19D0ED6/2021,AY.4,AY.4,0.96666664,0.00861668,0.0104428595,0.04000002,0.0,1.0
hCoV-19/Turkey/HSGM-B16905/2021,B.1.351,B.1.351,0.9166667,0.01465,0.01803835,0.06999999,0.0,1.0
hCoV-19/England/ALDP-1308F9C/2021,B.1.1.7,B.1.1.7,1.0,0.00078333257,0.0015626707,0.0033333302,0.0,1.0
hCoV-19/England/MILK-1A138C9/2021,AY.4,AY.4,0.99666667,0.0025166643,0.0033489186,0.00999999,0.0,1.0
hCoV-19/Spain/PV-IBV-98026246/2021,B.1.1.7,B.1.1.7,0.99,0.008566661,0.008151344,0.030000031,0.0,1.0
hCoV-19/Brazil/SP-BT36910/2021,P.1,P.1,0.52666664,0.05578332,0.045223612,0.17666668,0.0,1.0
hCoV-19/Chile/AN-92204/2021,B.1.429,B.1.429,0.83,0.023783326,0.027373541,0.10341668,0.0,1.0
hCoV-19/Brazil/PA-FIOCRUZ-30511/2021,P.1,P.1,0.9766667,0.015583361,0.012547418,0.04675001,0.0,1.0
hCoV-19/Ireland/LK-NVRL-30IRL51641/2021,B.1.617.1,B.1.617.1,0.99333334,0.014283334,0.016697967,0.060000002,0.0,1.0
hCoV-19/Denmark/DCGC-138828/2021,B.1.617.2,B.1.617.2,0.98,0.021066682,0.01720995,0.06349999,0.0,1.0
