taxon,true_label,reference_predicted_label,reference_predicted_probability,mean_absolute_probability_change_reference_class,probability_sd_reference_class,probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate
hCoV-19/Germany/BB-RKI-I-078446/2021,B.1.525,B.1.525,0.34666666,0.06926666,0.06899906,0.25016665,0.03,0.97
hCoV-19/USA/FL-CDC-STM-000003585/2021,B.1.1.7,B.1.1.7,0.7133333,0.053666648,0.043573376,0.18,0.0,1.0
hCoV-19/USA/CO-CDC-FG-122610/2021,B.1.617.2,B.1.617.2,0.49333334,0.06476667,0.0589224,0.22,0.0,1.0
hCoV-19/England/NEWC-1DA16E1/2021,AY.4,AY.4,0.75,0.024049995,0.031101048,0.12674999,0.0,1.0
hCoV-19/Chile/RM-74349/2021,C.37,C.37,0.42666668,0.055716667,0.062269554,0.23349997,0.0,1.0
hCoV-19/Belgium/UZA-UA-CV2129592863/2021,B.1.617.2,B.1.617.2,0.61,0.054116663,0.06672742,0.2635,0.0,1.0
hCoV-19/USA/TX-CDC-QDX26573830/2021,C.37,C.37,0.98,0.014566679,0.015765619,0.06333333,0.0,1.0
hCoV-19/Portugal/PT16192/2021,B.1.617.2,B.1.617.2,0.9066667,0.02646666,0.029176835,0.11016667,0.0,1.0
hCoV-19/Denmark/DCGC-154973/2021,B.1.617.2,AY.4,0.49666667,0.046949998,0.052192777,0.20666665,0.14,0.86
hCoV-19/USA/NY-PRL-2021_0422_00F12/2021,B.1.621,B.1.526,0.26,0.0306,0.037074983,0.14341667,0.085,0.915
hCoV-19/England/ALDP-1ED8167/2021,AY.4,AY.4,0.76666665,0.047733344,0.03334918,0.13008332,0.0,1.0
hCoV-19/Denmark/DCGC-168875/2021,B.1.617.2,B.1.617.2,0.6333333,0.045083337,0.046201125,0.19024998,0.0,1.0
hCoV-19/Germany/BW-RKI-I-268509/2021,B.1.617.2,B.1.617.2,0.7266667,0.05754999,0.06909328,0.2668333,0.0,1.0
hCoV-19/England/MILK-198097A/2021,B.1.617.2,AY.4,0.5133333,0.038566664,0.04703006,0.18033332,0.13,0.87
hCoV-19/Iceland/10517/2021,B.1.617.2,B.1.617.2,0.43,0.038399998,0.045247946,0.17666665,0.25,0.75
hCoV-19/England/ALDP-1D28679/2021,AY.4,AY.4,1.0,0.0070333267,0.0064359177,0.023333311,0.0,1.0
hCoV-19/England/OXON-F653F2/2021,B.1.1.7,B.1.1.7,1.0,3.33333e-05,0.00033166222,0.0,0.0,1.0
hCoV-19/England/MILK-1AE4FDB/2021,AY.4,AY.4,0.70666665,0.07393334,0.07344594,0.28699994,0.0,1.0
hCoV-19/England/ALDP-1EFB7C6/2021,AY.4,AY.4,0.9433333,0.020383334,0.018515997,0.07333332,0.0,1.0
hCoV-19/USA/ID-CDC-LC0182265/2021,B.1.621,B.1.621,0.20666666,0.037749995,0.045772113,0.18016665,0.295,0.7050000000000001
hCoV-19/USA/MI-CDC-STM-000072172/2021,B.1.429,B.1.429,0.73333335,0.053216666,0.06492842,0.24691665,0.0,1.0
hCoV-19/USA/AZ-ASU2604/2021,B.1.429,P.2,0.26666668,0.062450014,0.029784294,0.11358333,0.51,0.49
hCoV-19/England/MILK-18CAB15/2021,AY.4,AY.4,0.99666667,0.0026499974,0.0035667801,0.010083318,0.0,1.0
hCoV-19/Chile/RM-PUC_MVL_1375/2021,B.1.621,B.1.621,0.50666666,0.17829998,0.21820799,0.63041663,0.275,0.725
hCoV-19/USA/NC-CDC-LC0057335/2021,B.1.526,B.1.526,0.9633333,0.014966674,0.019208336,0.07333332,0.0,1.0
hCoV-19/England/PHEC-Z306ZB06/2021,B.1.617.2,B.1.617.2,0.66333336,0.039733335,0.04958759,0.19666666,0.0,1.0
hCoV-19/Denmark/DCGC-175004/2021,B.1.617.2,B.1.617.2,0.86333334,0.053266667,0.056099117,0.20375001,0.0,1.0
hCoV-19/England/NEWC-1E3A6BF/2021,AY.4,AY.4,0.72,0.07975001,0.09441885,0.34716666,0.015,0.985
hCoV-19/Scotland/QEUH-201E24F/2021,AY.4,AY.4,0.51,0.06115,0.076155126,0.29366666,0.01,0.99
hCoV-19/Scotland/QEUH-1682AC3/2021,AY.4,AY.4,0.98,0.013866677,0.016927961,0.060000002,0.0,1.0
hCoV-19/Philippines/PH-PGC-47306/2021,P.3,P.2,0.27,0.06215,0.066586114,0.25075,0.355,0.645
hCoV-19/USA/IN-INSPHL-02290/2021,P.1,P.1,0.41,0.07145,0.07593585,0.28033328,0.135,0.865
hCoV-19/Peru/MDD-INS-1809/2021,C.37,C.37,0.85,0.05426668,0.052614067,0.2100833,0.0,1.0
hCoV-19/Germany/NW-RKI-I-188361/2021,B.1.617.2,B.1.617.2,0.74,0.036216665,0.04595889,0.17349994,0.0,1.0
hCoV-19/Norway/5029/2021,B.1.351,B.1.351,0.6933333,0.04634999,0.046824943,0.18341666,0.0,1.0
hCoV-19/England/PHWC-4D55E3/2021,B.1.1.7,B.1.1.7,0.98,0.016983353,0.013832087,0.05341667,0.0,1.0
hCoV-19/England/QEUH-129DAD8/2021,B.1.1.7,B.1.1.7,0.9866667,0.0082666585,0.0056086187,0.023333311,0.0,1.0
hCoV-19/England/ALDP-1EF3597/2021,AY.4,AY.4,0.61333334,0.041333336,0.048933063,0.17699999,0.02,0.98
hCoV-19/USA/WY-WYPHL-21041482/2021,C.37,B.1.526,0.16666667,0.045200005,0.03752319,0.13683334,0.61,0.39
hCoV-19/Belgium/WHT-UMONS-CV0563263337/2021,B.1.525,B.1.525,0.18,0.0318,0.03651817,0.13691667,0.57,0.43000000000000005
hCoV-19/England/CAMB-AB43EA/2021,B.1.617.2,B.1.617.2,0.37333333,0.042733334,0.03833252,0.13674998,0.015,0.985
hCoV-19/England/QEUH-12E8A65/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Scotland/QEUH-2DA7967/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-1649D56/2021,AY.4,AY.4,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/India/TG-CCMB-MMG2021a001164/2021,B.1.351,B.1.351,0.47,0.11138333,0.1301246,0.46025,0.19,0.81
hCoV-19/Peru/PIU-INS-1069/2021,C.37,C.37,0.99333334,0.037166677,0.016284797,0.05675,0.0,1.0
hCoV-19/India/KA-NIMH-SEQ-278/2021,B.1.617.1,B.1.617.1,0.6333333,0.05095,0.062919684,0.24699998,0.0,1.0
hCoV-19/England/ALDP-11CD1AE/2021,B.1.1.7,B.1.1.7,0.8233333,0.027366666,0.03372561,0.13683331,0.0,1.0
hCoV-19/USA/MI-UM-10038364097/2021,P.2,P.2,0.23333333,0.07816666,0.06638834,0.26341665,0.535,0.46499999999999997
hCoV-19/UnitedArabEmirates/BTC-4715/2021,B.1.1.7,B.1.1.7,1.0,6.66666e-05,0.00046666624,0.0,0.0,1.0
hCoV-19/Scotland/QEUH-1E49F49/2021,AY.4,AY.4,0.63666666,0.044650003,0.052670825,0.20666665,0.0,1.0
hCoV-19/Philippines/PH-PGC-46028/2021,B.1.351,B.1.526,0.23,0.03801667,0.036173865,0.127,0.455,0.5449999999999999
hCoV-19/England/NEWC-1D0D1B5/2021,AY.4,AY.4,0.9,0.038700007,0.048764788,0.19691664,0.0,1.0
hCoV-19/Denmark/DCGC-182325/2021,B.1.617.2,AY.4,0.46,0.041033335,0.04718755,0.17383337,0.23,0.77
hCoV-19/Denmark/DCGC-70723/2021,B.1.525,B.1.525,0.99333334,0.004049996,0.004977472,0.01999998,0.0,1.0
hCoV-19/England/NEWC-20C6176/2021,AY.4,AY.4,0.77666664,0.027983341,0.033430588,0.12341666,0.0,1.0
hCoV-19/England/OXON-F6C443/2021,B.1.1.7,B.1.1.7,0.99333334,0.0060833273,0.0014312956,0.0033333302,0.0,1.0
hCoV-19/England/NORT-1BE9746/2021,AY.4,B.1.1.7,0.47333333,0.033199996,0.04032016,0.1435,0.0,1.0
hCoV-19/England/NEWC-1EE27A4/2021,AY.4.2,AY.4.2,1.0,0.023483334,0.047117222,0.16750002,0.0,1.0
hCoV-19/Scotland/QEUH-13AADED/2021,B.1.1.7,B.1.1.7,1.0,3.33333e-05,0.0003316622,0.0,0.0,1.0
hCoV-19/England/MILK-18C917E/2021,AY.4,C.37,0.39,0.06606665,0.046418086,0.17399998,0.02,0.98
hCoV-19/England/MILK-2D3BBEA/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-18020/2021,B.1.617.2,B.1.617.2,0.34,0.06411667,0.07922766,0.2935,0.01,0.99
hCoV-19/England/BRBR-1BC8561/2021,AY.4,AY.4,0.7033333,0.06071666,0.07116837,0.2801667,0.005,0.995
hCoV-19/England/MILK-1C6CD48/2021,AY.4,AY.4,0.4,0.037049998,0.040743366,0.14675,0.135,0.865
hCoV-19/England/NEWC-20C1EDE/2021,AY.4,B.1.617.2,0.56,0.056400005,0.056423005,0.21675,0.245,0.755
hCoV-19/Wales/PHWC-4B7426/2021,B.1.1.7,B.1.1.7,0.8933333,0.02396667,0.0301883,0.11675,0.0,1.0
hCoV-19/Netherlands/LI-MUMC-1227/2021,B.1.1.7,B.1.1.7,0.56333333,0.042649996,0.052208982,0.19349995,0.0,1.0
hCoV-19/USA/VA-CAV_VAS3N_00001260_01/2021,B.1.526,B.1.526,0.5466667,0.043933336,0.053860933,0.20058328,0.0,1.0
hCoV-19/England/QEUH-1A13EE5/2021,AY.4,AY.4.2,0.69666666,0.18698332,0.14394493,0.55025005,0.275,0.725
hCoV-19/England/BRBR-1BC62A8/2021,AY.4,AY.4,0.56666666,0.0671,0.077553846,0.287,0.04,0.96
hCoV-19/USA/MA-CDCBI-CRSP_7X55Q7VYPRIA74DV/2021,B.1.617.2,B.1.617.2,0.35666665,0.036749996,0.041613936,0.15349999,0.075,0.925
hCoV-19/SouthAfrica/N00380/2020,B.1.351,B.1.617.1,0.42666668,0.06645001,0.07621998,0.3035,0.035,0.965
hCoV-19/England/ALDP-1EF825F/2021,AY.4,AY.4,0.87333333,0.04245,0.05121902,0.19683331,0.0,1.0
hCoV-19/England/MILK-2CE1908/2021,BA.1,BA.1,1.0,0.00021666646,0.00088678487,0.0033333302,0.0,1.0
hCoV-19/USA/CA-CDC-FG-038173/2021,P.1,P.1,0.68333334,0.06516666,0.0879784,0.31741664,0.0,1.0
hCoV-19/USA/NE-TESTNE_ABYDV2K/2021,B.1.351,B.1.351,0.96666664,0.020049987,0.016801443,0.06666666,0.0,1.0
hCoV-19/England/MILK-18B121C/2021,AY.4,AY.4,0.5566667,0.070133336,0.062096305,0.22366667,0.26,0.74
hCoV-19/Brazil/PA-FIOCRUZ-30493/2021,P.1,P.1,0.8666667,0.05688334,0.051206853,0.19050002,0.0,1.0
hCoV-19/England/MILK-1FA9EEF/2021,AY.4,AY.4,0.64666665,0.072266676,0.054701775,0.20349997,0.0,1.0
hCoV-19/Scotland/QEUH-135CFC6/2021,B.1.1.7,B.1.1.7,1.0,0.00024999975,0.0008779703,0.0033333302,0.0,1.0
hCoV-19/SouthAfrica/KRISP-K016712/2021,B.1.351,B.1.351,0.88,0.0786,0.068527974,0.25666672,0.0,1.0
hCoV-19/England/NORW-3064F11/2021,AY.4,AY.4,0.5133333,0.056183342,0.044572663,0.16341665,0.0,1.0
hCoV-19/Denmark/DCGC-182838/2021,B.1.617.2,B.1.617.2,0.86,0.025399994,0.028889755,0.11341667,0.0,1.0
hCoV-19/USA/CA-CDC-QDX24236219/2021,B.1.427,B.1.427,0.9766667,0.020783354,0.021276694,0.080249965,0.0,1.0
hCoV-19/England/ALDP-1090767/2021,B.1.1.7,B.1.1.7,0.99333334,0.011333328,0.009298985,0.03666669,0.0,1.0
hCoV-19/Netherlands/FR-RIVM-56443/2021,B.1.617.2,AY.4.2,0.22333333,0.09371666,0.10717058,0.30341667,0.56,0.43999999999999995
hCoV-19/England/ALDP-1E47A4A/2021,AY.4,AY.4,0.7366667,0.03274999,0.030442072,0.113333344,0.0,1.0
hCoV-19/England/MILK-1FA12DC/2021,AY.4,AY.4,0.67333335,0.048249997,0.055256147,0.19358331,0.0,1.0
hCoV-19/Denmark/DCGC-179919/2021,B.1.617.2,B.1.617.2,0.6566667,0.0719,0.08363831,0.32741666,0.0,1.0
hCoV-19/USA/MS-CDC-ASC210126076/2021,B.1.617.2,B.1.617.2,0.44333333,0.038283333,0.046872687,0.19333333,0.01,0.99
hCoV-19/USA/NJ-CDC-LC0066715/2021,B.1.526,B.1.525,0.31,0.065799996,0.07816382,0.29366666,0.345,0.655
hCoV-19/England/MILK-201C5EE/2021,AY.4,B.1.617.2,0.47333333,0.039149996,0.0453951,0.17675,0.59,0.41000000000000003
hCoV-19/Israel/CVL-5082/2021,B.1.1.7,B.1.1.7,0.7866667,0.038916674,0.048234817,0.18358332,0.0,1.0
hCoV-19/England/MILK-1E41178/2021,AY.4,AY.4,0.45,0.10713333,0.12813799,0.4470833,0.035,0.965
hCoV-19/England/ALDP-1673184/2021,AY.4,AY.4.2,0.54333335,0.12431667,0.09956903,0.39008334,0.72,0.28
hCoV-19/England/MILK-18B5588/2021,AY.4,AY.4,0.98,0.011033335,0.014614457,0.056666672,0.0,1.0
hCoV-19/USA/KS-CDC-QDX28696889/2021,B.1.617.2,B.1.617.2,0.49,0.04861667,0.042913217,0.16008335,0.51,0.49
hCoV-19/USA/NJ-CDC-LC0026792/2021,B.1.1.7,B.1.1.7,0.7633333,0.042400006,0.03859578,0.14024997,0.0,1.0
hCoV-19/England/MILK-2CDC38A/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/India/KA-SEQ_484_S88_R1_001/2021,B.1.617.1,B.1.617.1,0.46333334,0.06745,0.07512891,0.29016668,0.035,0.965
hCoV-19/England/ALDP-1FA2FC5/2021,AY.4,AY.4,0.6766667,0.044700004,0.04633554,0.18341666,0.0,1.0
hCoV-19/Germany/NI-RKI-I-180502/2021,B.1.525,B.1.525,0.68666667,0.05111666,0.057108995,0.22683328,0.0,1.0
hCoV-19/USA/TX-DSHS-6927/2021,P.1,B.1.429,0.15666667,0.03865,0.046328295,0.1635,0.345,0.655
hCoV-19/England/OXON-F41550/2020,B.1.1.7,B.1.1.7,0.94666666,0.01615,0.017969413,0.06341666,0.0,1.0
hCoV-19/Germany/BY-RKI-I-363345/2021,BA.1,BA.1,0.23666666,0.04225,0.050761074,0.18024999,0.12,0.88
hCoV-19/England/MILK-2D90C0E/2021,BA.1,BA.1,0.99666667,0.0035666632,0.0052109873,0.01999998,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_CLSZMODG6AEKYJ66/2021,B.1.429,P.1,0.19333333,0.032916665,0.03849883,0.15341666,0.555,0.44499999999999995
hCoV-19/England/ALDP-1E56398/2021,B.1.617.2,B.1.617.2,0.81,0.056733333,0.06709925,0.24691665,0.0,1.0
hCoV-19/India/MH-IGIB-NIV-INSACOG-GSEQ-1830/2021,B.1.617.3,B.1.617.1,0.43,0.058933333,0.0739495,0.28024995,0.145,0.855
hCoV-19/Singapore/1828/2021,B.1.617.2,B.1.617.2,0.32333332,0.04755,0.057346605,0.22041668,0.155,0.845
hCoV-19/Chile/AR-96967/2021,C.37,C.37,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Ireland/C-NVRL-t90IRL09830/2021,B.1.617.1,B.1.617.1,0.96,0.062133327,0.07399723,0.25699997,0.0,1.0
hCoV-19/Mexico/CMX-INMEGEN-17-27/2021,B.1.621,B.1.621,0.96666664,0.0641,0.07454808,0.22666669,0.0,1.0
hCoV-19/Netherlands/ZE-EMC-109/2021,B.1.1.7,B.1.1.7,0.28,0.08165,0.09207327,0.32674998,0.09,0.91
hCoV-19/SouthAfrica/NICD-N21752/2021,BA.1,BA.1,0.99666667,0.0034666634,0.0049188933,0.01666665,0.0,1.0
hCoV-19/England/PLYM-167D2B4/2021,AY.4,AY.4,0.93333334,0.02663333,0.032765478,0.12683338,0.0,1.0
hCoV-19/England/ALDP-1A3417C/2021,AY.4,AY.4,0.67333335,0.06081666,0.053127833,0.19733328,0.0,1.0
hCoV-19/Israel/CVL-4851/2021,B.1.1.7,B.1.1.7,0.36333334,0.06785,0.0856337,0.337,0.05,0.95
hCoV-19/England/QEUH-1A107CF/2021,AY.4,AY.4,0.72,0.046166692,0.038292367,0.14999998,0.0,1.0
hCoV-19/England/OXON-F44EBC/2020,B.1.1.7,B.1.1.7,1.0,4.999995e-05,0.00040517448,0.0,0.0,1.0
hCoV-19/England/CAMC-C4380D/2020,A.23.1,BA.1,0.44333333,0.06533333,0.07334285,0.2835833,0.015,0.985
hCoV-19/Denmark/DCGC-126264/2021,B.1.617.2,B.1.617.2,0.89,0.023933342,0.027221318,0.110000014,0.0,1.0
hCoV-19/Spain/CT-HUVH-EX206986/2021,B.1.1.7,B.1.1.7,0.8666667,0.023816667,0.029068878,0.1135,0.0,1.0
hCoV-19/Chile/AN-119311/2021,C.37,C.37,0.91,0.031033335,0.037600588,0.13341665,0.0,1.0
hCoV-19/England/NEWC-1D097B7/2021,AY.4,AY.4,0.5,0.03295,0.041424196,0.16683331,0.105,0.895
hCoV-19/USA/TX-CDC-QDX21841587/2021,B.1.429,B.1.429,0.99,0.023066673,0.020809619,0.08341664,0.0,1.0
hCoV-19/England/NOTT-254135/2021,B.1.351,B.1.351,0.89666665,0.045816664,0.052454848,0.19691664,0.0,1.0
hCoV-19/Curacao/CW-RIVM-18418/2021,B.1.1.7,B.1.1.7,1.0,0.0005333328,0.0013920395,0.0033333302,0.0,1.0
hCoV-19/England/NEWC-1ED6FF6/2021,AY.4,AY.4,0.72,0.10590002,0.09572513,0.3535833,0.05,0.95
hCoV-19/Spain/MD-HGUGM-5659877/2021,B.1.621,B.1.621,0.67333335,0.042216662,0.052340526,0.1903333,0.0,1.0
hCoV-19/Denmark/DCGC-169378/2021,B.1.617.2,AY.4,0.48333332,0.070083335,0.075799204,0.28691664,0.265,0.735
hCoV-19/USA/CA-CDC-FG-130342/2021,B.1.617.2,B.1.617.2,0.7733333,0.035416674,0.042731196,0.16366667,0.0,1.0
hCoV-19/USA/WA-CDC-UW21042804503/2021,B.1.429,B.1.429,1.0,1.666665e-05,0.00023511203,0.0,0.0,1.0
hCoV-19/England/ALDP-1D10E5E/2021,B.1.617.2,B.1.617.2,0.57,0.061183333,0.076601125,0.27691662,0.01,0.99
hCoV-19/Ireland/D-NVRL-ec21IRL54281/2021,B.1.1.7,B.1.1.7,0.46666667,0.08234999,0.10126335,0.39341667,0.005,0.995
hCoV-19/England/PHEC-3J082J96/2021,B.1.617.2,B.1.617.2,0.41666666,0.0394,0.049106956,0.19674999,0.02,0.98
hCoV-19/Colombia/CES-UCCSMR-VG045/2021,B.1.621,B.1.621,0.86333334,0.039983336,0.04223124,0.17000002,0.0,1.0
hCoV-19/Spain/GA-CHUVI-34028634/2021,B.1.621,B.1.621,0.48666668,0.17744999,0.20199522,0.56016666,0.365,0.635
hCoV-19/Chile/BI-127632/2021,C.37,C.37,0.6333333,0.048333332,0.058196373,0.23058337,0.0,1.0
hCoV-19/Chile/RM-97697/2021,C.37,C.37,0.71,0.072416656,0.08028005,0.30375,0.0,1.0
hCoV-19/USA/CA-CZB-32420/2021,B.1.429,B.1.429,0.48333332,0.06623332,0.07242445,0.2943333,0.0,1.0
hCoV-19/Mexico/YUC-IBT_IMSS_2080/2021,P.1,P.1,0.80333334,0.03975,0.046476852,0.17708331,0.0,1.0
hCoV-19/USA/MN-MDH-7737/2021,B.1.351,B.1.351,1.0,0.00034999967,0.0010218438,0.0033333302,0.0,1.0
hCoV-19/Spain/AN-IBV-99023165/2021,B.1.1.7,B.1.1.7,0.34333333,0.03235,0.0381252,0.14008334,0.02,0.98
hCoV-19/England/MILK-2C69D57/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-1E377EC/2021,AY.4,AY.4,0.98333335,0.013250005,0.016136155,0.060000002,0.0,1.0
hCoV-19/England/MILK-2D6A159/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/France/NAQ-0001040/2020,B.1.1.7,B.1.1.7,0.86,0.038200006,0.04050343,0.15999997,0.0,1.0
hCoV-19/Wales/PHWC-PDTDM8/2021,B.1.617.2,B.1.617.2,0.2,0.0342,0.0393122,0.15674998,0.265,0.735
hCoV-19/USA/MA-CDCBI-CRSP_7W7XS43RIS75TZDW/2021,B.1.617.2,B.1.617.2,0.98333335,0.006899998,0.008748271,0.03333336,0.0,1.0
hCoV-19/USA/WA-Altius-ALTCOV-APVYTURN5EZS73RF/2021,B.1.429,B.1.429,0.9633333,0.016233336,0.020437958,0.07674998,0.0,1.0
hCoV-19/England/PLYM-1F8C240/2021,AY.4,AY.4,0.79333335,0.036000002,0.04286988,0.16008335,0.0,1.0
hCoV-19/England/NEWC-1DA18DC/2021,AY.4,AY.4,0.5733333,0.042150002,0.052400105,0.20333335,0.01,0.99
hCoV-19/USA/TN-CDC-ASC210062995/2021,B.1.351,B.1.351,0.5966667,0.06261668,0.07261495,0.29024997,0.005,0.995
hCoV-19/USA/NY-Wadsworth-21023812-01/2021,B.1.429,B.1.1.7,0.17666666,0.042750005,0.030063778,0.10666667,0.095,0.905
hCoV-19/Scotland/QEUH-1F86BE1/2021,AY.4,AY.4,0.58,0.06583335,0.04988538,0.19358331,0.0,1.0
hCoV-19/India/DL-NCDC-1909337/2021,B.1.617.1,B.1.525,0.26,0.060900003,0.07437461,0.29033333,0.295,0.7050000000000001
hCoV-19/India/MH-IGIB-NIV-INSACOG-GSEQ-1591/2021,B.1.617.1,B.1.617.1,0.98333335,0.010833334,0.014588851,0.056666672,0.0,1.0
hCoV-19/England/ALDP-12AAEAF/2021,B.1.1.7,B.1.1.7,0.92333335,0.020316672,0.020343656,0.07341665,0.0,1.0
hCoV-19/England/MILK-1D9FFDC/2021,AY.4,AY.4,0.67333335,0.04769999,0.041636843,0.16008335,0.0,1.0
hCoV-19/England/NEWC-203627E/2021,AY.4,B.1.617.2,0.42666668,0.034383334,0.041774444,0.16,0.505,0.495
hCoV-19/Sweden/01_SE100_21CS500592/2021,B.1.1.7,B.1.1.7,0.91333336,0.020516658,0.022358136,0.0900833,0.0,1.0
hCoV-19/Switzerland/GE-33479864/2021,B.1.1.7,B.1.1.7,0.68666667,0.05208333,0.046992242,0.17666668,0.0,1.0
hCoV-19/Denmark/DCGC-126101/2021,B.1.617.2,B.1.617.2,1.0,0.0005499995,0.0016254043,0.0066666603,0.0,1.0
hCoV-19/India/TG-CCMB-BN132/2021,B.1.617.1,B.1.429,0.23,0.044066668,0.032126054,0.11691666,0.695,0.30500000000000005
hCoV-19/USA/CT-Yale-6192/2021,B.1.621,C.37,0.16666667,0.053750005,0.027291426,0.10341667,0.96,0.040000000000000036
hCoV-19/Germany/BY-RKI-I-101239/2021,B.1.525,B.1.526,0.49,0.07020001,0.03893727,0.15675,0.0,1.0
hCoV-19/USA/WA-CDC-UW21051933106/2021,B.1.429,B.1.429,0.48666668,0.12928334,0.15820506,0.62375,0.235,0.765
hCoV-19/USA/OR-CDC-LC0145025/2021,B.1.621,B.1.621,0.5133333,0.06515,0.07706245,0.3035,0.0,1.0
hCoV-19/England/MILK-115B318/2021,B.1.1.7,B.1.1.7,0.93666667,0.015616654,0.017098324,0.06674999,0.0,1.0
hCoV-19/NewZealand/21MV0168/2021,P.3,P.3,0.26666668,0.09115,0.110159874,0.42683333,0.335,0.665
hCoV-19/Canada/AB-ABPHL-19527/2021,P.1,P.1,0.88666666,0.114366665,0.17576012,0.62925005,0.005,0.995
hCoV-19/Denmark/DCGC-123697/2021,B.1.351,B.1.351,0.8933333,0.035383325,0.0371318,0.13683331,0.0,1.0
hCoV-19/USA/WV-WVU-WV090922/2021,B.1.525,B.1.351,0.35,0.04921666,0.058877725,0.22016668,0.0,1.0
hCoV-19/England/QEUH-18BE385/2021,AY.4,AY.4,0.98333335,0.009099999,0.011671432,0.04666668,0.0,1.0
hCoV-19/England/MILK-D0CE85/2020,B.1.1.7,B.1.1.7,1.0,4.999995e-05,0.00040517448,0.0,0.0,1.0
hCoV-19/USA/FL-CDC-QDX25726331/2021,P.1,P.1,1.0,0.003983332,0.011078996,0.033833385,0.0,1.0
hCoV-19/USA/AZ-ASPHL-5215/2021,B.1.617.2,B.1.617.2,0.42,0.03923333,0.047684506,0.18024999,0.0,1.0
hCoV-19/England/MILK-1A0BA82/2021,B.1.617.2,B.1.617.2,0.6333333,0.09963333,0.1198347,0.4569167,0.005,0.995
hCoV-19/Scotland/QEUH-2D7420E/2021,BA.1,BA.1,1.0,9.99999e-05,0.0005686236,0.0033333302,0.0,1.0
hCoV-19/Nigeria/NCDC-FCT-7T/2021,B.1.525,P.1,0.30333334,0.083016664,0.08157919,0.29399997,0.06,0.94
hCoV-19/India/MH-ICMR-MCL_4892_4954/2021,B.1.617.1,B.1.1.7,0.46666667,0.036116663,0.044986337,0.17041665,0.02,0.98
hCoV-19/England/NEWC-1ED92EB/2021,AY.4,AY.4,0.66333336,0.100699976,0.05024884,0.1870833,0.0,1.0
hCoV-19/England/CAMC-12177B1/2021,B.1.1.7,B.1.1.7,1.0,0.0002666664,0.0010198029,0.0033333302,0.0,1.0
hCoV-19/USA/MA-CDC-ASC210036375/2021,C.37,C.37,0.82666665,0.06111666,0.07082629,0.29349995,0.0,1.0
hCoV-19/England/ALDP-125C941/2021,B.1.1.7,B.1.1.7,0.99,0.0046999957,0.0060336054,0.023333311,0.0,1.0
hCoV-19/England/ALDP-1D10A87/2021,AY.4,B.1.617.2,0.51,0.0678,0.078805976,0.30025,0.035,0.965
hCoV-19/Canada/BC-BCCDC-26581/2021,B.1.1.7,B.1.1.7,1.0,0.00011666655,0.0006974152,0.0033333302,0.0,1.0
hCoV-19/HongKong/HKU-211129-002/2021,BA.1,BA.1,1.0,1.666665e-05,0.00023511205,0.0,0.0,1.0
hCoV-19/Denmark/DCGC-126321/2021,AY.4,B.1.617.2,0.68333334,0.052199997,0.061419602,0.24358332,0.0,1.0
hCoV-19/USA/CA-CZB-15112/2020,B.1.427,B.1.429,0.17,0.03665,0.04061874,0.15683334,0.545,0.45499999999999996
hCoV-19/England/MILK-167C40A/2021,B.1.617.2,B.1.617.2,0.5733333,0.13161667,0.16504171,0.62375,0.27,0.73
hCoV-19/England/ALDP-19D0ED6/2021,AY.4,AY.4,0.66,0.04029999,0.042402096,0.1636666,0.0,1.0
hCoV-19/Turkey/HSGM-B16905/2021,B.1.351,B.1.351,0.66,0.048766684,0.04784494,0.18358332,0.0,1.0
hCoV-19/England/ALDP-1308F9C/2021,B.1.1.7,B.1.1.7,1.0,0.00096666574,0.002070693,0.0066666603,0.0,1.0
hCoV-19/England/MILK-1A138C9/2021,AY.4,AY.4,0.8,0.034833327,0.043246783,0.16349995,0.0,1.0
hCoV-19/Spain/PV-IBV-98026246/2021,B.1.1.7,B.1.1.7,0.7033333,0.03458333,0.041777764,0.1633333,0.0,1.0
hCoV-19/Brazil/SP-BT36910/2021,P.1,B.1.351,0.13,0.030899996,0.037665058,0.13666666,0.77,0.22999999999999998
hCoV-19/Chile/AN-92204/2021,B.1.429,B.1.429,0.4,0.05816667,0.048506174,0.18691665,0.555,0.44499999999999995
hCoV-19/Brazil/PA-FIOCRUZ-30511/2021,P.1,P.1,0.71666664,0.051583327,0.065762565,0.27350003,0.0,1.0
hCoV-19/Ireland/LK-NVRL-30IRL51641/2021,B.1.617.1,B.1.617.1,0.93333334,0.025999995,0.03254861,0.13008332,0.0,1.0
